Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_Flag
38,No,Travel_Rarely,Research & Development,4.0,2,Life Sciences,4,Male,3,5,Human Resources,1,Divorced,17197,7,No,25,4,2,14,4,3,5,3,5,4,0
40,No,Non-Travel,Research & Development,5.0,1,Medical,3,Male,4,3,Healthcare Representative,1,Single,9416,9,No,23,3,4,16,5,2,14,6,7,0,0
58,No,Travel_Rarely,Research & Development,1.0,5,Medical,1,Female,1,1,Laboratory Technician,3,Married,4403,7,Yes,15,3,1,35,3,2,9,5,2,7,0
36,No,Travel_Rarely,Sales,3.0,3,Life Sciences,2,Male,1,2,Research Scientist,3,Single,4924,2,No,21,3,4,18,5,3,13,4,1,7,0
38,No,Travel_Frequently,Research & Development,13.0,3,Life Sciences,4,Female,2,2,Manufacturing Director,3,Married,7583,6,No,25,3,1,20,6,3,6,3,3,1,0
46,No,Travel_Rarely,Research & Development,20.0,1,Life Sciences,3,Male,2,3,Research Scientist,4,Married,8444,0,No,25,3,1,25,3,4,3,3,3,3,0
46,Yes,Travel_Rarely,Sales,11.0,1,Medical,2,Male,2,1,Manager,3,Single,3144,2,No,17,3,1,27,3,1,4,3,2,4,1
47,Yes,Non-Travel,Research & Development,5.0,1,Medical,2,Female,3,5,Manager,3,Divorced,17337,5,No,12,3,4,24,6,3,19,2,6,9,1
42,No,Travel_Frequently,Research & Development,1.0,1,Life Sciences,1,Male,3,2,Sales Representative,2,Married,5543,8,No,21,3,1,18,0,1,15,6,7,7,0
26,Yes,Travel_Rarely,Sales,1.0,4,Medical,2,Male,4,5,Human Resources,2,Divorced,18265,4,No,14,3,1,5,4,4,2,1,1,2,1
51,No,Travel_Rarely,Research & Development,4.0,3,Life Sciences,4,Female,1,4,Human Resources,2,Married,14749,4,No,17,4,4,33,0,1,16,3,3,2,0
26,Yes,Non-Travel,Sales,5.0,2,Life Sciences,4,Male,1,4,Sales Representative,2,Single,12617,8,No,12,3,1,3,6,1,0,0,0,0,1
39,No,Non-Travel,Sales,8.0,3,Life Sciences,3,Male,3,3,Laboratory Technician,3,Single,9503,8,No,18,3,3,19,4,4,5,3,5,0,0
30,No,Travel_Rarely,Research & Development,1.0,3,Technical Degree,3,Male,1,3,Research Scientist,2,Divorced,9095,5,No,24,3,3,12,4,3,9,9,0,8,0
36,No,Travel_Frequently,Research & Development,29.0,3,Life Sciences,4,Female,3,3,Healthcare Representative,4,Divorced,7454,4,Yes,20,3,1,16,6,1,4,4,1,4,0
39,No,Travel_Rarely,Research & Development,4.0,1,Life Sciences,2,Female,2,3,Manager,4,Married,8121,9,No,20,4,2,17,4,3,15,1,6,9,0
39,No,Travel_Rarely,Research & Development,16.0,1,Life Sciences,2,Female,3,3,Manager,2,Divorced,7332,1,No,21,3,4,19,3,3,10,4,1,1,0
40,No,Travel_Rarely,Research & Development,6.0,4,Life Sciences,1,Female,4,5,Healthcare Representative,1,Divorced,17507,7,No,15,4,1,22,6,2,16,3,0,9,0
51,No,Travel_Rarely,Research & Development,1.0,3,Medical,3,Male,3,3,Manager,4,Divorced,10220,7,No,23,3,4,30,3,3,4,4,1,4,0
41,No,Travel_Rarely,Research & Development,14.0,5,Life Sciences,2,Male,3,4,Human Resources,4,Married,13001,6,No,15,3,2,23,3,3,5,5,5,5,0
34,No,Travel_Rarely,Research & Development,11.0,4,Life Sciences,2,Female,1,4,Laboratory Technician,3,Divorced,13853,7,Yes,18,3,2,16,0,1,9,8,4,3,0
45,No,Travel_Rarely,Research & Development,6.0,1,Medical,3,Male,3,2,Laboratory Technician,2,Divorced,4970,2,No,23,4,4,23,2,3,0,0,0,0,0
47,No,Travel_Rarely,Research & Development,6.0,3,Life Sciences,4,Male,4,1,Human Resources,3,Married,4940,2,No,23,3,2,23,5,3,9,6,4,0,0
25,Yes,Travel_Rarely,Research & Development,1.0,1,Medical,2,Male,3,3,Research Director,4,Divorced,5982,1,Yes,22,3,2,6,6,2,0,0,0,0,1
42,Yes,Non-Travel,Sales,9.0,2,Medical,1,Male,3,3,Human Resources,2,Married,9033,0,Yes,11,3,4,24,6,2,2,1,1,2,1
43,No,Travel_Frequently,Research & Development,21.0,1,Life Sciences,2,Female,2,4,Sales Representative,2,Married,13568,2,No,16,3,2,21,6,1,1,1,1,1,0
34,No,Travel_Rarely,Research & Development,1.0,1,Medical,2,Male,3,2,Manager,3,Single,5282,2,No,12,4,3,13,4,1,12,4,6,5,0
49,No,Non-Travel,Sales,2.0,4,Life Sciences,1,Male,3,3,Human Resources,4,Single,9821,6,No,11,3,1,27,6,2,16,0,3,6,0
35,No,Travel_Rarely,Research & Development,20.0,2,Medical,4,Male,3,3,Sales Executive,2,Single,6648,9,No,22,3,3,10,6,2,3,3,3,0,0
38,No,Travel_Rarely,Research & Development,3.0,5,Medical,1,Female,4,1,Manufacturing Director,3,Married,2000,8,No,25,3,3,16,0,4,1,1,1,1,0
35,No,Non-Travel,Research & Development,9.0,5,Life Sciences,1,Male,1,3,Sales Executive,2,Divorced,8868,0,No,25,3,1,15,3,3,4,3,0,4,0
37,No,Travel_Rarely,Research & Development,6.0,5,Medical,3,Male,2,4,Manager,1,Married,14532,7,No,23,3,3,18,5,1,9,8,7,4,0
26,No,Travel_Rarely,Research & Development,8.0,3,Technical Degree,2,Female,2,2,Laboratory Technician,1,Married,3864,0,Yes,17,3,1,7,3,1,0,0,0,0,0
23,Yes,Travel_Rarely,Research & Development,4.0,5,Other,4,Female,3,3,Sales Representative,2,Married,8466,2,No,22,3,1,0,2,3,0,0,0,0,1
51,Yes,Travel_Rarely,Research & Development,3.0,3,Medical,2,Male,3,3,Sales Representative,4,Single,9212,3,No,24,3,4,27,3,3,0,0,0,0,1
29,No,Travel_Rarely,Sales,1.0,1,Life Sciences,4,Male,1,2,Sales Representative,1,Divorced,3537,7,No,24,3,1,8,4,1,3,3,0,3,0
27,Yes,Non-Travel,Research & Development,12.0,5,Life Sciences,1,Male,3,2,Manufacturing Director,3,Single,3462,0,No,14,3,1,4,1,2,1,1,1,1,1
18,No,Travel_Rarely,Research & Development,12.0,4,Life Sciences,3,Male,4,5,Research Director,3,Divorced,16018,1,No,25,3,2,0,6,2,0,0,0,0,0
31,Yes,Non-Travel,Sales,9.0,2,Medical,1,Male,1,2,Healthcare Representative,3,Married,4574,4,Yes,11,4,2,7,5,3,1,1,1,0,1
24,Yes,Non-Travel,Research & Development,9.0,2,Life Sciences,2,Male,3,2,Sales Executive,1,Single,3084,5,Yes,20,3,3,2,6,1,0,0,0,0,1
51,Yes,Travel_Rarely,Sales,2.0,1,Technical Degree,3,Male,1,2,Healthcare Representative,4,Married,4867,4,Yes,21,3,1,30,3,3,15,3,1,9,1
46,No,Travel_Rarely,Research & Development,1.0,2,Life Sciences,3,Male,2,3,Human Resources,3,Single,7743,2,Yes,21,3,1,22,2,2,17,7,6,0,0
30,No,Travel_Rarely,Sales,14.0,2,Life Sciences,2,Female,3,3,Laboratory Technician,1,Married,7952,9,No,16,3,4,9,5,4,6,3,5,0,0
57,Yes,Travel_Rarely,Research & Development,6.0,1,Life Sciences,4,Female,1,3,Sales Executive,1,Single,10032,6,Yes,20,4,1,38,1,4,5,5,5,5,1
45,Yes,Travel_Rarely,Sales,3.0,1,Marketing,3,Female,1,1,Research Director,1,Single,3978,0,Yes,23,3,4,26,5,2,9,4,3,3,1
33,No,Non-Travel,Sales,1.0,1,Medical,4,Male,3,4,Healthcare Representative,3,Single,12362,1,No,22,3,1,14,6,3,1,0,1,1,0
18,Yes,Travel_Frequently,Research & Development,1.0,4,Medical,4,Male,1,2,Human Resources,1,Single,5748,8,No,25,3,2,0,6,4,0,0,0,0,1
57,No,Travel_Rarely,Research & Development,3.0,1,Life Sciences,4,Female,3,2,Manager,2,Married,7772,3,Yes,23,3,2,35,4,2,6,6,4,6,0
24,No,Travel_Rarely,Research & Development,14.0,1,Marketing,3,Male,3,3,Research Director,1,Single,6854,7,No,16,3,2,0,4,1,0,0,0,0,0
21,No,Travel_Rarely,Research & Development,22.0,1,Life Sciences,1,Male,4,2,Laboratory Technician,2,Married,5613,8,No,22,3,3,0,4,3,0,0,0,0,0
46,No,Travel_Rarely,Research & Development,20.0,5,Technical Degree,3,Male,4,4,Human Resources,4,Divorced,11768,6,Yes,13,3,1,24,2,3,16,2,5,4,0
59,No,Non-Travel,Research & Development,22.0,5,Medical,1,Female,1,5,Human Resources,2,Single,18530,0,No,24,4,2,35,1,4,2,2,2,2,0
49,No,Travel_Frequently,Research & Development,21.0,4,Life Sciences,3,Female,1,2,Research Scientist,4,Married,6498,4,No,16,3,4,28,4,3,19,6,2,0,0
42,No,Travel_Rarely,Research & Development,6.0,4,Medical,1,Male,1,4,Laboratory Technician,4,Divorced,11195,5,No,20,3,2,21,6,4,11,0,5,6,0
42,No,Travel_Rarely,Research & Development,2.0,2,Medical,1,Male,2,4,Research Director,3,Single,12016,7,No,19,3,1,19,3,4,1,0,1,1,0
44,Yes,Travel_Rarely,Research & Development,14.0,5,Life Sciences,3,Female,3,5,Research Director,4,Married,15350,9,Yes,16,3,2,23,1,2,6,6,1,6,1
43,No,Travel_Rarely,Research & Development,2.0,4,Technical Degree,4,Male,3,2,Human Resources,2,Single,8554,7,No,11,3,1,22,4,4,16,5,2,6,0
39,No,Travel_Rarely,Research & Development,2.0,4,Medical,4,Female,2,3,Manager,3,Married,7395,8,No,20,4,1,19,1,1,18,4,0,7,0
37,No,Travel_Rarely,Research & Development,2.0,2,Life Sciences,1,Female,2,2,Human Resources,4,Divorced,7363,8,Yes,16,3,2,12,5,3,11,2,7,2,0
36,Yes,Travel_Rarely,Research & Development,6.0,1,Life Sciences,2,Female,1,4,Human Resources,2,Divorced,12325,3,No,18,3,4,16,3,4,8,2,4,2,1
30,No,Travel_Rarely,Research & Development,3.0,3,Medical,2,Male,3,1,Manufacturing Director,4,Divorced,3737,5,No,17,3,3,7,0,3,2,2,2,2,0
34,No,Travel_Rarely,Research & Development,1.0,2,Medical,3,Male,4,3,Healthcare Representative,1,Single,7693,2,No,24,3,1,16,4,4,13,9,6,8,0
21,Yes,Travel_Rarely,Research & Development,5.0,3,Life Sciences,3,Male,4,2,Manager,2,Married,4909,0,No,18,4,3,2,3,2,1,1,1,1,1
36,Yes,Travel_Rarely,Sales,18.0,2,Medical,3,Female,2,2,Manager,1,Single,6240,5,No,21,3,2,12,2,1,4,4,4,3,1
27,No,Travel_Rarely,Research & Development,7.0,2,Medical,2,Female,2,3,Sales Executive,4,Married,8037,0,No,22,3,1,3,5,3,3,3,1,3,0
26,Yes,Travel_Rarely,Research & Development,18.0,1,Other,4,Male,3,4,Manufacturing Director,4,Single,12009,8,No,18,3,1,1,4,2,1,1,1,0,1
38,No,Travel_Rarely,Sales,1.0,4,Medical,3,Male,3,3,Human Resources,3,Single,7918,5,Yes,25,3,2,17,0,3,15,2,2,1,0
49,No,Travel_Frequently,Sales,1.0,5,Marketing,3,Female,4,4,Sales Representative,3,Married,12583,0,No,19,3,3,27,5,2,16,9,7,9,0
45,Yes,Travel_Rarely,Sales,7.0,2,Life Sciences,4,Female,3,2,Human Resources,1,Married,4266,2,Yes,13,3,4,21,3,1,1,1,0,1,1
22,Yes,Travel_Rarely,Research & Development,5.0,1,Life Sciences,1,Female,1,3,Manager,3,Divorced,7787,0,Yes,17,3,2,2,5,4,0,0,0,0,1
27,Yes,Non-Travel,Research & Development,9.0,3,Life Sciences,3,Male,2,3,Sales Representative,4,Divorced,8938,1,No,16,3,2,8,3,2,2,1,1,2,1
45,No,Travel_Rarely,Sales,14.0,4,Medical,2,Male,4,1,Human Resources,4,Married,6599,5,No,12,3,4,27,1,3,7,5,1,1,0
27,No,Travel_Frequently,Research & Development,12.0,2,Technical Degree,2,Female,4,3,Manufacturing Director,3,Married,8006,6,No,15,3,4,8,4,3,7,4,3,1,0
34,No,Travel_Rarely,Research & Development,25.0,3,Life Sciences,3,Female,1,3,Human Resources,1,Married,7120,0,No,13,3,4,13,0,2,3,0,3,3,0
41,No,Travel_Rarely,Sales,4.0,2,Life Sciences,2,Male,3,3,Research Scientist,4,Divorced,6243,9,No,21,3,4,16,2,1,5,5,5,4,0
28,No,Travel_Rarely,Sales,2.0,5,Technical Degree,4,Male,3,3,Research Director,4,Married,8970,4,No,15,3,2,9,1,1,8,0,7,4,0
37,Yes,Travel_Rarely,Sales,7.0,5,Life Sciences,1,Male,2,3,Research Scientist,2,Single,6124,5,No,24,3,4,16,4,4,1,1,1,1,1
24,No,Travel_Rarely,Human Resources,1.0,4,Medical,1,Male,1,1,Research Scientist,3,Married,2171,3,No,21,3,3,1,0,4,1,1,1,1,0
31,No,Travel_Rarely,Sales,3.0,3,Medical,3,Male,4,2,Research Scientist,4,Single,5110,5,No,19,3,4,11,1,3,2,2,2,2,0
39,No,Non-Travel,Research & Development,2.0,5,Marketing,3,Female,1,3,Human Resources,1,Married,8436,4,No,24,3,1,19,0,3,9,7,7,8,0
22,Yes,Travel_Rarely,Sales,4.0,1,Life Sciences,1,Male,4,2,Research Scientist,2,Divorced,4622,6,No,18,3,1,1,5,4,0,0,0,0,1
40,No,Travel_Rarely,Research & Development,1.0,4,Life Sciences,1,Female,1,1,Manager,3,Married,4105,3,No,19,3,4,18,0,4,2,2,2,2,0
36,No,Travel_Rarely,Research & Development,1.0,2,Medical,3,Male,3,2,Manufacturing Director,1,Single,2881,0,Yes,19,3,2,16,1,4,11,2,3,8,0
41,No,Travel_Frequently,Sales,9.0,3,Other,2,Female,4,3,Sales Executive,4,Married,8297,1,No,21,3,2,16,1,2,15,3,0,2,0
38,No,Travel_Frequently,Research & Development,8.0,3,Medical,3,Female,2,2,Research Scientist,3,Single,3104,5,No,18,3,3,16,4,4,11,3,3,0,0
49,No,Travel_Frequently,Research & Development,11.0,1,Life Sciences,4,Male,1,3,Healthcare Representative,3,Divorced,10118,9,No,24,3,2,28,1,2,7,7,7,4,0
38,No,Travel_Rarely,Research & Development,9.0,5,Medical,3,Male,3,3,Manufacturing Director,1,Married,7533,1,No,18,3,3,15,6,2,4,4,2,4,0
32,No,Travel_Rarely,Sales,1.0,3,Other,3,Male,4,2,Healthcare Representative,3,Divorced,2791,4,No,21,4,3,11,6,4,10,9,5,2,0
38,No,Travel_Rarely,Research & Development,3.0,1,Marketing,3,Male,3,4,Laboratory Technician,1,Single,11222,3,No,21,3,3,15,5,1,9,2,0,8,0
41,No,Travel_Rarely,Sales,1.0,1,Other,3,Female,1,3,Manufacturing Director,4,Married,7675,6,No,16,3,4,17,6,1,2,0,2,0,0
37,No,Travel_Rarely,Research & Development,16.0,2,Life Sciences,3,Female,2,3,Research Scientist,2,Married,9788,3,No,16,3,2,17,4,3,8,4,2,5,0
37,No,Non-Travel,Sales,12.0,1,Life Sciences,3,Male,2,3,Sales Executive,1,Married,8195,6,No,24,3,1,12,0,4,11,1,6,5,0
30,No,Travel_Rarely,Sales,2.0,4,Medical,2,Male,1,1,Sales Representative,2,Single,3553,7,No,25,3,3,8,1,3,5,5,4,5,0
30,No,Travel_Rarely,Research & Development,3.0,3,Marketing,3,Male,4,3,Human Resources,3,Single,8817,6,No,16,3,1,5,4,4,2,2,1,2,0
24,Yes,Travel_Rarely,Research & Development,29.0,4,Life Sciences,1,Female,3,2,Laboratory Technician,1,Married,4624,1,Yes,20,3,3,3,4,3,3,3,3,3,1
52,No,Travel_Rarely,Research & Development,8.0,1,Life Sciences,3,Male,3,5,Sales Representative,4,Single,19145,0,No,16,3,2,28,2,2,13,6,3,9,0
25,No,Travel_Rarely,Human Resources,14.0,1,Marketing,2,Male,4,4,Laboratory Technician,4,Divorced,12220,4,Yes,23,3,4,5,4,4,3,1,1,3,0
30,No,Travel_Rarely,Research & Development,2.0,4,Life Sciences,4,Female,1,3,Healthcare Representative,1,Divorced,5856,6,No,24,3,3,5,4,1,3,3,3,3,0
30,Yes,Non-Travel,Sales,2.0,2,Life Sciences,1,Female,3,2,Laboratory Technician,1,Single,6747,0,No,21,3,3,6,2,4,1,1,0,1,1
45,No,Travel_Rarely,Research & Development,13.0,1,Medical,3,Male,3,2,Research Scientist,2,Divorced,4555,7,No,23,3,1,22,3,3,9,7,3,2,0
34,Yes,Non-Travel,Sales,10.0,4,Medical,3,Female,1,2,Research Director,2,Single,6640,2,No,25,3,4,13,5,3,1,1,1,1,1
48,No,Travel_Rarely,Sales,10.0,4,Medical,1,Male,3,3,Manufacturing Director,3,Married,7099,6,No,22,3,2,24,1,3,11,2,1,9,0
30,Yes,Travel_Rarely,Sales,7.0,3,Life Sciences,3,Male,4,2,Laboratory Technician,3,Divorced,5621,2,Yes,19,3,3,5,2,3,2,1,2,2,1
39,No,Travel_Rarely,Human Resources,7.0,2,Medical,2,Female,4,3,Laboratory Technician,3,Single,10434,3,No,20,3,2,15,6,3,7,0,4,4,0
29,No,Travel_Rarely,Research & Development,11.0,5,Medical,3,Female,1,2,Research Director,3,Single,4724,7,No,23,3,4,6,4,3,0,0,0,0,0
56,No,Travel_Rarely,Research & Development,2.0,4,Medical,4,Male,1,5,Research Director,1,Single,18652,1,No,25,3,1,37,4,1,13,9,1,0,0
26,Yes,Travel_Rarely,Sales,3.0,3,Medical,2,Male,4,2,Manufacturing Director,2,Divorced,5312,5,No,11,3,4,1,1,3,0,0,0,0,1
39,Yes,Travel_Rarely,Sales,18.0,5,Life Sciences,3,Male,1,5,Manufacturing Director,2,Divorced,16884,9,No,20,4,4,16,5,1,5,5,2,5,1
42,No,Non-Travel,Research & Development,3.0,3,Life Sciences,4,Male,4,5,Sales Executive,3,Married,20021,8,No,16,3,4,23,6,4,13,8,3,5,0
40,No,Travel_Rarely,Research & Development,7.0,3,Life Sciences,1,Male,4,3,Sales Executive,2,Married,8830,9,No,18,4,4,20,0,2,1,1,1,1,0
35,No,Travel_Frequently,Research & Development,10.0,2,Life Sciences,2,Male,4,3,Manager,3,Single,7735,8,No,25,4,2,14,2,1,8,5,3,4,0
35,Yes,Travel_Rarely,Research & Development,29.0,1,Medical,3,Male,3,2,Research Director,1,Single,4731,4,Yes,11,3,2,11,3,4,11,4,6,2,1
37,No,Travel_Rarely,Research & Development,5.0,2,Technical Degree,3,Female,1,3,Sales Representative,2,Married,7240,2,No,25,3,1,17,1,2,4,1,3,2,0
35,Yes,Travel_Rarely,Research & Development,5.0,5,Medical,1,Female,3,2,Sales Representative,4,Divorced,5106,5,No,21,3,3,17,1,1,1,1,1,1,1
45,No,Travel_Frequently,Sales,16.0,2,Marketing,1,Female,1,2,Research Scientist,1,Single,5839,8,No,21,3,3,22,2,1,18,0,1,8,0
57,No,Travel_Rarely,Research & Development,14.0,1,Life Sciences,2,Male,2,3,Sales Executive,4,Married,9374,5,Yes,16,3,4,37,4,4,6,5,6,6,0
31,No,Travel_Rarely,Research & Development,11.0,2,Life Sciences,2,Female,3,3,Sales Representative,1,Married,7090,3,No,19,3,4,11,4,3,6,3,6,2,0
24,No,Travel_Rarely,Research & Development,5.0,2,Life Sciences,2,Female,3,3,Manufacturing Director,1,Married,9518,4,No,16,3,2,0,3,1,0,0,0,0,0
36,No,Travel_Rarely,Research & Development,3.0,2,Life Sciences,3,Female,3,2,Laboratory Technician,1,Divorced,4623,6,Yes,24,3,3,17,2,1,9,0,5,9,0
60,No,Travel_Frequently,Sales,8.0,4,Life Sciences,3,Female,2,2,Laboratory Technician,4,Married,7635,9,No,12,3,1,37,1,4,16,5,6,4,0
29,No,Travel_Rarely,Sales,18.0,4,Medical,2,Female,1,1,Manufacturing Director,2,Married,4011,2,No,11,3,4,10,6,3,9,6,2,7,0
51,Yes,Travel_Rarely,Research & Development,19.0,2,Other,3,Male,2,1,Healthcare Representative,2,Single,5656,8,Yes,14,4,2,30,2,2,13,0,7,5,1
52,No,Travel_Frequently,Sales,1.0,1,Life Sciences,1,Male,1,2,Healthcare Representative,4,Married,6989,0,Yes,16,3,4,32,0,3,10,0,2,6,0
31,No,Travel_Rarely,Sales,5.0,1,Life Sciences,4,Female,1,1,Laboratory Technician,2,Married,2851,7,No,20,3,4,8,1,3,3,3,3,3,0
42,Yes,Travel_Rarely,Sales,5.0,1,Marketing,3,Female,1,2,Research Scientist,3,Married,6801,4,Yes,20,3,2,22,3,4,5,5,3,0,1
51,Yes,Travel_Rarely,Research & Development,29.0,1,Life Sciences,2,Female,1,4,Manager,2,Single,13719,9,No,19,3,3,30,3,3,7,6,1,7,1
33,No,Travel_Frequently,Human Resources,10.0,3,Marketing,3,Male,1,1,Sales Representative,3,Single,3069,8,No,15,3,3,11,1,4,2,2,2,2,0
35,No,Non-Travel,Research & Development,4.0,2,Medical,1,Male,2,3,Laboratory Technician,3,Married,6245,1,No,17,3,4,14,4,2,13,7,5,4,0
31,Yes,Travel_Rarely,Research & Development,1.0,2,Other,2,Male,3,2,Research Director,3,Married,4898,0,Yes,16,3,3,12,1,1,2,2,2,0,1
27,No,Travel_Frequently,Research & Development,7.0,3,Life Sciences,4,Female,2,4,Manufacturing Director,4,Divorced,10264,9,Yes,16,3,2,8,1,1,7,7,5,2,0
30,Yes,Travel_Rarely,Research & Development,1.0,1,Medical,2,Male,3,3,Human Resources,2,Married,6599,6,Yes,19,3,3,5,0,4,0,0,0,0,1
25,Yes,Travel_Rarely,Research & Development,6.0,5,Medical,2,Male,3,2,Manager,2,Married,4939,9,Yes,15,3,4,5,1,4,1,1,1,1,1
37,No,Travel_Rarely,Research & Development,12.0,5,Medical,2,Male,4,3,Laboratory Technician,4,Married,8870,8,No,12,3,4,18,5,3,11,5,4,0,0
29,Yes,Travel_Rarely,Research & Development,5.0,3,Medical,3,Male,3,2,Sales Executive,4,Married,7116,4,Yes,18,3,2,6,6,3,0,0,0,0,1
39,Yes,Travel_Rarely,Sales,5.0,5,Life Sciences,4,Female,2,3,Research Scientist,2,Single,7795,3,No,25,3,4,18,5,1,15,1,4,7,1
22,Yes,Travel_Frequently,Sales,20.0,4,Medical,1,Female,4,2,Sales Executive,4,Married,5589,3,No,21,3,3,2,2,1,1,1,0,1,1
39,Yes,Travel_Rarely,Research & Development,3.0,2,Medical,3,Female,1,5,Sales Representative,3,Single,17807,7,No,24,3,2,18,2,1,15,5,0,0,1
44,No,Non-Travel,Sales,2.0,5,Marketing,4,Male,1,2,Laboratory Technician,3,Married,7895,0,Yes,13,3,4,23,6,4,15,2,5,9,0
18,No,Travel_Rarely,Sales,25.0,4,Marketing,4,Female,3,2,Human Resources,4,Married,5191,0,Yes,25,3,2,0,3,2,0,0,0,0,0
40,Yes,Travel_Rarely,Sales,14.0,2,Medical,3,Male,1,3,Sales Executive,3,Single,7069,7,Yes,24,3,2,16,4,2,3,3,1,2,1
48,No,Travel_Rarely,Research & Development,15.0,4,Life Sciences,2,Female,1,2,Manufacturing Director,1,Married,4512,1,No,25,3,3,26,3,4,6,6,4,5,0
25,Yes,Travel_Rarely,Sales,1.0,2,Medical,4,Male,4,4,Research Director,3,Single,11373,9,No,19,3,3,0,0,3,0,0,0,0,1
52,No,Travel_Frequently,Sales,1.0,2,Medical,1,Male,2,3,Research Scientist,3,Married,8605,5,No,24,3,1,28,1,2,0,0,0,0,0
40,No,Travel_Rarely,Sales,1.0,5,Technical Degree,3,Female,1,3,Human Resources,4,Single,7503,1,No,15,3,2,21,6,3,19,8,5,0,0
30,Yes,Non-Travel,Research & Development,2.0,3,Technical Degree,4,Female,1,2,Sales Representative,2,Married,3938,4,No,24,3,3,12,3,1,0,0,0,0,1
36,No,Non-Travel,Research & Development,13.0,5,Life Sciences,1,Male,2,4,Research Scientist,3,Divorced,12073,2,No,11,3,4,11,1,1,7,1,0,7,0
41,Yes,Travel_Rarely,Research & Development,2.0,1,Marketing,1,Female,4,3,Research Scientist,1,Married,10169,6,No,25,3,1,17,3,3,7,7,7,7,1
37,No,Travel_Rarely,Research & Development,11.0,4,Life Sciences,1,Male,4,2,Healthcare Representative,1,Divorced,5529,8,Yes,14,3,1,19,1,1,9,4,6,8,0
41,No,Travel_Rarely,Research & Development,2.0,1,Life Sciences,1,Male,1,2,Healthcare Representative,2,Married,7048,1,Yes,19,3,4,23,3,4,0,0,0,0,0
28,No,Travel_Rarely,Research & Development,4.0,2,Medical,3,Male,3,2,Healthcare Representative,1,Single,5097,6,No,11,4,3,9,5,3,4,2,4,4,0
38,Yes,Travel_Rarely,Sales,29.0,5,Life Sciences,1,Male,2,5,Human Resources,3,Married,15732,7,No,18,3,2,16,5,3,13,4,5,0,1
24,No,Travel_Rarely,Sales,2.0,1,Marketing,3,Male,4,2,Human Resources,2,Divorced,5621,9,No,18,3,1,3,5,3,1,1,0,0,0
35,No,Travel_Rarely,Research & Development,4.0,1,Life Sciences,1,Male,1,3,Manager,1,Married,6886,7,No,19,3,4,15,6,2,9,1,7,7,0
28,No,Travel_Frequently,Human Resources,3.0,1,Life Sciences,1,Male,4,1,Sales Representative,4,Married,3005,6,No,19,3,4,6,2,3,3,3,3,3,0
30,No,Travel_Rarely,Research & Development,1.0,2,Medical,3,Female,1,2,Research Director,4,Single,5050,3,No,23,3,4,12,6,3,2,2,2,2,0
48,No,Travel_Rarely,Sales,6.0,2,Medical,2,Male,2,3,Human Resources,3,Married,9911,3,No,16,3,4,23,6,3,15,5,4,9,0
46,Yes,Travel_Rarely,Sales,4.0,2,Technical Degree,4,Female,3,5,Manager,4,Married,16570,9,No,23,3,1,23,0,2,8,2,7,2,1
42,No,Non-Travel,Sales,10.0,1,Medical,4,Male,2,3,Research Director,3,Divorced,9309,8,No,15,3,2,23,3,1,19,5,6,8,0
26,No,Travel_Rarely,Sales,15.0,4,Medical,3,Female,4,4,Sales Executive,4,Divorced,10152,9,No,22,3,3,2,2,2,2,2,2,2,0
34,No,Travel_Rarely,Research & Development,7.0,5,Life Sciences,1,Male,4,3,Research Director,4,Married,7106,8,No,22,3,4,9,6,4,7,7,7,5,0
47,No,Travel_Frequently,Sales,1.0,5,Life Sciences,3,Male,4,1,Sales Executive,4,Divorced,2000,4,No,24,3,4,28,6,3,6,2,2,3,0
38,No,Travel_Frequently,Research & Development,8.0,2,Life Sciences,1,Male,3,2,Research Director,3,Single,8130,6,No,24,3,2,14,4,4,10,4,7,8,0
58,No,Travel_Frequently,Sales,1.0,1,Medical,3,Male,2,3,Sales Executive,3,Married,10700,6,No,17,3,2,38,3,2,5,5,4,3,0
40,Yes,Travel_Rarely,Sales,8.0,4,Medical,4,Male,1,5,Research Scientist,3,Single,16439,8,No,19,3,3,17,1,1,14,1,6,7,1
38,No,Travel_Frequently,Sales,10.0,3,Medical,3,Female,2,4,Sales Representative,3,Single,11010,6,No,15,3,1,17,0,1,13,6,0,2,0
34,No,Travel_Rarely,Research & Development,1.0,2,Marketing,4,Female,2,2,Human Resources,3,Divorced,4865,7,Yes,22,3,2,12,2,3,5,0,2,5,0
38,No,Non-Travel,Sales,15.0,3,Medical,4,Female,3,2,Research Scientist,3,Married,6560,6,No,13,3,1,15,2,1,12,6,1,2,0
35,No,Travel_Rarely,Research & Development,21.0,5,Life Sciences,4,Female,2,2,Healthcare Representative,4,Single,3269,3,Yes,19,3,1,13,0,2,7,0,3,4,0
43,Yes,Non-Travel,Research & Development,15.0,5,Life Sciences,3,Male,4,5,Human Resources,2,Married,17510,1,No,25,3,4,21,3,2,9,3,5,0,1
